Site_Type,Site_Code,Genus_Code,Species_Code,Cultivar_Code,Species_Latin,Species_Common,Native_SLL,Native_ETF,Invasive,Latitude,Longitude,DBH
I,I5,LO,LOXY,LOXY,Lonicera xylosteum,European Fly Honeysuckle,N,N,N,45.4535306,-73.6427039,6
I,I5,LO,LOXY,LOXY,Lonicera xylosteum,European Fly Honeysuckle,N,N,N,45.4535551,-73.6426915,6.2
I,I5,LO,LOXY,LOXY,Lonicera xylosteum,European Fly Honeysuckle,N,N,N,45.4535929,-73.6427233,9.3
I,I5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4536249,-73.6426955,84.3
I,I5,PR,PRVI,PRVI,Prunus Virginiana,Common Chokecherry,Y,Y,N,45.4536741,-73.6426295,32.7
I,I5,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4537726,-73.6427421,75.7
I,I5,LO,LOXY,LOXY,Lonicera xylosteum,European Fly Honeysuckle,N,N,N,45.4537035,-73.6425661,33.8
I,I5,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4538319,-73.6424726,41.4
I,I5,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4539648,-73.6425859,84.1
I,I5,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4540838,-73.6428434,48
I,I5,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4541,-73.6429,44.8
I,I6,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4623583,-73.6379041,7.6
I,I6,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4623477,-73.6379115,10.9
I,I6,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4623449,-73.6379363,7.1
I,I6,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.4623343,-73.6379128,9.2
I,I6,RH,RHCA,RHCA,Rhamnus Cathartica,European Buckthorn,N,N,Y,45.4623247,-73.6369225,19
I,I6,AC,ACFR,ACFR,Acer Freemannii,Freeman Maple,Y,Y,N,45.4623247,-73.6379503,83.1
I,I6,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4622986,-73.6379567,12.7
I,I6,CE,CEOC,CEOC,Celtis Occidentalis,Common Hackberry,Y,Y,N,45.4622781,-73.6379795,5.1
I,I6,UL,ULPU,ULPU,Ulmus Pumila,Siberian Elm,N,N,Y,45.4622407,-73.6379966,65.7
I,I6,LO,LOXY,LOXY,Lonicera xylosteum,European Fly Honeysuckle,N,N,N,45.4622087,-73.6380566,12.3
I,I6,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.4622087,-73.6380566,6.7
I,I6,AC,ACFR,ACFR,Acer Freemannii,Freeman Maple,Y,Y,N,45.462137,-73.638117,68
I,I6,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4620145,-73.6382826,59.1
I,I6,CE,CEOC,CEOC,Celtis Occidentalis,Common Hackberry,Y,Y,N,45.4619999,-73.6389033,5.7
I,I6,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4620996,-73.6384519,54.4
I,I6,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4620166,-73.6384559,54.5
I,I6,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4620446,-73.6385512,52.4
I,I6,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4620679,-73.6386363,46
I,I6,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.46213,-73.6388174,81.6
I,I6,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4622953,-73.6387054,9.3
I,I6,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.462497,-73.6385056,49.7
I,I6,EU,EUAL,EUAL,Euonymous Alatus,Burning Bush,N,N,Y,45.4623317,-73.6384875,17.3
I,I6,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4623886,-73.638579,44.4
I,I6,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4624498,-73.6385304,71.6
I,I6,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4625013,-73.6383601,6.5
I,I6,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4625375,-73.6383466,11.6
I,I6,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4625516,-73.6383326,20.4
I,I6,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4625695,73.6383279,26.2
I,I6,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4625798,73.6383121,15.8
I,I6,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4625768,73.6382863,9.2
I,I6,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462586,-73.638314,6.3
I,I6,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462599,-73.638313,15.2
I,I6,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462606,-73.638302,14
I,I6,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462615,-73.638295,10.3
I,I6,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462619,-73.638288,17
I,I6,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462622,-73.638278,23.3
I,I6,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.462648,73.6384284,39.7
I,I6,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4627364,73.6383668,27.7
I,I6,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4627324,73.6382437,65
I,I6,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4626863,73.6381277,19.5
I,I6,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4626428,73.6380211,47.2
I,I6,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4626,73.6379229,21.3
I,I6,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4625187,-73.6380241,35.5
I,I6,CT,CTSP,CTSP,Catalpa Speciosa,Western Catalpa,N,Y,N,45.4625754,-73.6378236,6.1
I,I6,PI,PIPU,PIPU,Picea Pungens,Colorado Spruce,N,N,N,45.4625598,-73.6378005,5.3
I,I6,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4624749,-73.6378588,62
I,I6,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4624223,-73.6378923,49.7
I,I7,JN,JNVI,JNVI,Juniperus Virginiana,Eastern red cedar,Y,Y,N,45.4542246,-73.6422928,8.1
I,I7,TI,TITO,TITO,Tilia tomentosa,Silver Linden,N,N,N,45.4542726,-73.642097,5.9
I,I7,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4541237,-73.6422436,48.8
I,I7,JU,JUNI,JUNI,Juglans Nigra,Eastern Black Walnut,Y,Y,N,45.4541661,-73.6427123,16
I,I8,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.459665,-73.6312784,7.1
I,I8,RU,RUTY,RUTY,Rhus Typhina,Staghorn Sumac,Y,Y,N,45.4596721,-73.6310614,6.2
I,I8,SY,SYRE,SYRE,Syringa Reticulata,Japanese Tree Lilac,N,N,N,45.4596436,-73.6311892,33.1
I,I8,MA,MABA,MABA,Malus Baccata,Crab Apple,N,N,N,45.4595923,-73.6310614,22.9
I,I8,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.459412,-73.631355,8.4
I,I8,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.459427,-73.631398,5.7
I,I8,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.459446,-73.631449,6.3
I,I8,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.459469,-73.6315,7.2
I,I8,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.459484,-73.631548,6.9
I,I9,CE,CEOC,CEOC,Celtis Occidentalis,Common Hackberry,Y,Y,N,45.4621756,-73.6267508,18.6
I,I9,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.4622652,-73.626688,117
I,I9,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.4622833,-73.6265862,31.1
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4621777,-73.6264329,17.4
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4621747,-73.6263082,29.3
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4621979,-73.6262881,24.3
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4622106,-73.626268,19.7
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4622356,-73.6262449,26.1
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4622381,-73.6262278,28.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4622492,-73.626212,31.4
I,I9,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4622156,-73.6261691,21
I,I9,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4621725,-73.6260387,20.8
I,I9,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.462119,-73.626063,25.1
I,I9,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.462074,-73.626146,17
I,I9,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.462027,-73.626229,26
I,I9,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.461984,-73.626318,25.4
I,I9,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.461941,-73.626401,23.9
I,I9,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.46189,-73.626496,19.7
I,I9,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.461898,-73.626541,15.8
I,I9,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.461873,-73.626587,15
I,I9,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.461838,-73.62659,14.9
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461773,-73.626821,22.9
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461776,-73.62683,14.3
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4617659,-73.626838,13.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461783,-73.626843,16.1
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461785,-73.626852,14.6
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461789,-73.626862,17.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461794,-73.626873,13.3
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461798,-73.62688,13.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461803,-73.626902,16.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461801,-73.626891,11.7
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461807,-73.626913,9.3
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461809,-73.62692,17.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461812,-73.626925,12.6
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461813,-73.626934,11.4
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461817,-73.626941,14.3
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461819,-73.626946,13.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461822,-73.626955,10.3
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461826,-73.626964,11.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461828,-73.626971,17.4
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461831,-73.626978,12.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461834,-73.626985,14.1
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461837,-73.626992,13.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.46184,-73.626999,17.1
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461844,-73.627004,16.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461846,-73.627011,13.5
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461845,-73.627017,17.6
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461852,-73.627028,13.4
I,I9,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.4619736,-73.6272728,33.3
I,I9,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.4619442,-73.6273563,37.7
I,I9,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.461927,-73.627386,34.7
I,I9,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.461905,-73.627408,45.5
I,I9,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.461883,-73.627443,30.6
I,I9,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.461864,-73.627385,45
I,I9,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4614974,-73.6272098,52.3
I,I9,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4621053,-73.6267709,22.9
I,I9,PR,PRSE,PRSE,Prunus Serotina,Black Cherry,Y,Y,N,45.4620855,-73.6267974,10.1
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462074,-73.626849,10.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462086,-73.626863,16.6
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462094,-73.626873,6.8
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462096,-73.62688,6
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462096,-73.626903,5
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.46209,-73.626912,6.3
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462088,-73.626921,8.3
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462083,-73.626934,5.1
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462078,-73.62695,9
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.46207,-73.626961,6.8
I,I9,MG,MGSO,MGSO,Magnolia Soulangeana,Saucer magnolia,N,N,N,45.4621074,-73.6268621,15.2
I,I9,SY,SYVU,SYVU,Syringa Vulgaris,Common Liliac,N,N,N,45.4620209,-73.6269808,8.1
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462018,-73.626925,6.7
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462034,-73.626939,9.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462044,-73.626946,5.1
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462049,-73.626957,8.7
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462054,-73.626991,5.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462052,-73.627,11.1
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462044,-73.627013,7.3
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462039,-73.627026,6.1
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462032,-73.627031,6.8
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462026,-73.627037,5.4
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462017,-73.627042,6.9
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462008,-73.627047,11.7
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.462001,-73.627048,5.6
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.46199,-73.627051,7.4
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461984,-73.627048,11.3
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461976,-73.627049,6.5
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461969,-73.627052,7.9
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461962,-73.62706,9.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461959,-73.627055,10.4
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461953,-73.627058,5.3
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461951,-73.62706,6.7
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461948,-73.627065,8.2
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461936,-73.627069,7.5
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461927,-73.627064,9.1
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461938,-73.627022,6.7
I,I9,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.461921,-73.627035,5.1
I,I9,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.4619628,-73.6271538,103.7
I,I9,PO,PONI,PONI,Populus Nigra,Lombardy poplar,N,N,N,45.461983,-73.627181,93.1
I,I9,PO,PONI,PONI,Populus Nigra,Lombardy poplar,N,N,N,45.461981,-73.62719,16.2
I,I9,PR,PRVI,PRVI,Prunus Virginiana,Common Chokecherry,Y,Y,N,45.461986,-73.627199,7.5
I,I9,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.461995,-73.627212,78
I,I9,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.462098,-73.6271193,64.7
I,I9,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.4621281,-73.6270395,79.8
I,I9,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.4621455,-73.6269845,138
I,I9,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.4621645,-73.6269516,52.7
I,I10,TI,TICO,TICO,Tilia Cordata,Littleleaf European Linden,N,N,N,45.4574684,-73.6428672,38.4
I,I10,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4573545,-73.6427515,45
I,I10,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4572761,-73.6428088,73.4
I,I10,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4571917,-73.6428886,55.5
I,I10,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4571092,-73.6429513,67.3
I,I10,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4570243,-73.6430274,62.9
I,I10,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4569483,-73.6432672,12.7
I,I10,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.4571957,-73.6431076,30.5
I,I10,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,N,Y,N,45.457263,-73.6430978,29.5
I,I10,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4571854,-73.643291,21.5
I,I10,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4572155,-73.643354,24.6
I,I10,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4570414,-73.6433634,22.3
I,I10,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4570414,-73.6435307,24.3
I,I10,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.4571292,-73.6437811,31.7
I,I10,MA,MABA,MABA,Malus Baccata,Crab Apple,N,N,N,45.4571656,-73.6438864,7.4
I,I10,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.4572011,-73.6440108,25.4
I,I10,FR,FRPE,FRPE,Fraxinus Pennsylvanica,Red Ash,Y,Y,N,45.4572251,-73.6440825,32.2
I,I10,AC,ACSA,ACSA,Acer Saccharinum,Silver Maple,Y,Y,N,45.4572576,-73.6441657,60.3
I,I10,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.457592,-73.6431203,25.3
I,I10,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.4577018,-73.6434053,25
I,I10,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.4577836,-73.6436051,29.2
I,I10,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.4578065,-73.6436685,20.6
I,I10,TI,TIAM,TIAM,Tilia Americana,American Basswood,Y,Y,N,45.4577599,-73.6435397,59.8
I,I10,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.4572552,-73.6434888,5.2
I,I10,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.457221,-73.643521,7
I,I10,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.457248,-73.643596,5.7
I,I10,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.457306,-73.643558,5.8
I,I10,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.45734,-73.643628,8.5
I,I10,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.457314,-73.643746,7.5
I,I10,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.457361,-73.643717,5.6
I,I10,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.457354,-73.643816,7.3
I,I10,GL,GLTR,GLTR,Gleditsia Triacanthos,Common Honeylocust,N,Y,N,45.457356,-73.644167,6.7
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457383,-73.644173,6.5
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457399,-73.644156,6
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457399,-73.64415,5.5
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457407,-73.644143,5.3
I,I10,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.457437,-73.644118,45.2
I,I10,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.457532,-73.644022,35.1
I,I10,AC,ACPL,ACPL,Acer Platanoides,Norway Maple,N,N,Y,45.457596,-73.644003,27.7
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.45748,-73.644075,5.7
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457488,-73.644066,6.2
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457507,-73.644055,5.1
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457562,-73.644028,6.8
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457576,-73.644016,8.3
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.4576,-73.643999,7.5
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457601,-73.643988,6.7
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457637,-73.643966,8.8
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457649,-73.643957,10.1
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457654,-73.64395,8.9
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457662,-73.643947,6.7
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457664,-73.643939,9.6
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457675,-73.643932,5.4
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457695,-73.643918,7.1
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457709,-73.643905,6.3
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457717,-73.643898,5.9
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457731,-73.643885,8.4
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.45774,-73.64388,6.7
I,I10,TH,THOC,THOC,Thuja Occidentalis,Eastern White Cedar,Y,Y,N,45.457751,-73.643871,7.3
